1409329344,151038144,6,5.004,4,484,0.799,96.714,121.000
534821411,1409329344,6,48.528,6,1234,0.124,25.429,205.667
1409329344,296598804,6,5.059,10,9015,1.977,1781.988,901.500
218147008,4211081440,17,50.961,2,686,0.039,13.461,343.000
151038144,1409329344,6,5.003,2,352,0.400,70.352,176.000
296598804,1409329344,6,6.119,11,1012,1.798,165.387,92.000
1409329344,618707491,6,31.186,4,350,0.128,11.223,87.500
1409329344,3154181006,6,45.056,2,132,0.044,2.930,66.000
1409329344,296598804,6,6.343,12,11077,1.892,1746.400,923.083
1409329344,151038144,6,5.002,3,418,0.600,83.560,139.333
3154181006,1409329344,6,45.057,2,132,0.044,2.930,66.000
550473785,1409329344,6,14.993,5,465,0.333,31.015,93.000
443634316,1409329344,6,45.486,3,224,0.066,4.925,74.667
1409329344,443634316,6,45.318,2,162,0.044,3.575,81.000
1409329344,151038144,6,5.001,2,242,0.400,48.388,121.000
3952361644,1409329344,6,20.048,4,312,0.200,15.562,78.000
296598804,1409329344,6,4.415,8,815,1.812,184.581,101.875
151038144,1409329344,6,5.010,2,352,0.399,70.258,176.000
1409329344,296598804,6,5.127,7,4820,1.365,940.161,688.571
713161614,1409329344,17,15.024,2,187,0.133,12.446,93.500
1409329344,713161614,17,14.997,2,146,0.133,9.735,73.000
1409329344,296598804,6,5.107,8,6792,1.566,1329.822,849.000
1409329344,151038144,6,5.003,3,308,0.600,61.561,102.667
296598804,1409329344,6,5.303,9,876,1.697,165.194,97.333
1409329344,1358306997,17,26.045,1966,156783,75.485,6019.692,79.747
1358306997,1409329344,17,26.256,20586,26567230,784.064,1011872.633,1290.548
151038144,1409329344,6,5.003,2,352,0.400,70.360,176.000
1409329344,151038144,6,5.006,4,484,0.799,96.682,121.000
1409329344,296598804,6,10.413,11,9387,1.056,901.490,853.364
16820416,4211081199,17,28.759,8,2830,0.278,98.403,353.750
296598804,1409329344,6,7.330,6,588,0.819,80.223,98.000
1409329344,3952361644,6,20.001,2,188,0.100,9.400,94.000
151038144,1409329344,6,5.003,2,352,0.400,70.356,176.000
1409329344,713161614,17,15.355,8,1532,0.521,99.775,191.500
918322617,1409329344,6,7.794,40,69855,5.132,8963.128,1746.375
618707491,1409329344,6,31.161,4,344,0.128,11.039,86.000
713161614,1409329344,17,15.355,10,1728,0.651,112.537,172.800
1409329344,151038144,6,5.003,3,418,0.600,83.543,139.333
1409329344,918322617,6,7.783,45,14301,5.782,1837.550,317.800
1409329344,296598804,6,7.362,11,9106,1.494,1236.955,827.818
296598804,1409329344,6,7.361,8,836,1.087,113.574,104.500
151038144,1409329344,6,5.010,2,352,0.399,70.263,176.000
1409329344,151038144,6,5.010,3,308,0.599,61.480,102.667
151038144,4211081440,17,96.263,6,2044,0.062,21.234,340.667
1409329344,296598804,6,9.209,7,4819,0.760,523.280,688.429
3952361644,1409329344,6,19.999,3,246,0.150,12.300,82.000
296598804,1409329344,6,9.608,8,814,0.833,84.721,101.750
1409329344,151038144,6,5.003,3,418,0.600,83.557,139.333
151038144,1409329344,6,5.009,2,352,0.399,70.274,176.000
1409329344,296598804,6,4.289,8,6786,1.865,1582.070,848.250
1409329344,550473785,6,45.153,4,391,0.089,8.659,97.750
1409329344,713161614,17,14.996,2,146,0.133,9.736,73.000
713161614,1409329344,17,15.117,3,254,0.198,16.803,84.667
296598804,1409329344,6,4.290,8,814,1.865,189.763,101.750
1409329344,296598804,6,4.538,12,11037,2.645,2432.368,919.750
1409329344,151038144,6,5.003,3,308,0.600,61.563,102.667
1409329344,713161614,17,5.734,2,146,0.349,25.464,73.000
151038144,1409329344,6,5.003,2,352,0.400,70.361,176.000
1409329344,296598804,6,4.338,8,6787,1.844,1564.416,848.375
296598804,1409329344,6,7.170,10,982,1.395,136.954,98.200
1409329344,618707491,6,31.186,4,350,0.128,11.223,87.500
1409329344,151038144,6,5.005,4,484,0.799,96.704,121.000
550473785,1409329344,6,14.997,5,465,0.333,31.006,93.000
3952361644,1409329344,6,19.956,2,156,0.100,7.817,78.000
443634316,1409329344,6,45.390,3,224,0.066,4.935,74.667
1409329344,3952361644,6,20.000,2,188,0.100,9.400,94.000
1409329344,443634316,6,45.222,2,162,0.044,3.582,81.000
151038144,1409329344,6,5.002,2,352,0.400,70.365,176.000
1409329344,296598804,6,6.139,9,6970,1.466,1135.348,774.444
296598804,1409329344,6,6.567,10,952,1.523,144.970,95.200
713161614,1409329344,17,15.025,2,187,0.133,12.446,93.500
1409329344,296598804,6,6.142,9,8831,1.465,1437.800,981.222
1409329344,151038144,6,5.004,4,484,0.799,96.715,121.000
1409329344,713161614,17,5.397,2,146,0.371,27.053,73.000
1409329344,550473785,6,12.314,3,268,0.244,21.764,89.333
151038144,1409329344,6,5.018,2,352,0.399,70.154,176.000
296598804,1409329344,6,6.147,9,876,1.464,142.498,97.333
1409329344,296598804,6,5.114,8,6785,1.564,1326.832,848.125
16820416,4211081199,17,29.346,5,1796,0.170,61.200,359.200
1409329344,534821411,6,45.056,2,132,0.044,2.930,66.000
1409329344,1358306997,17,5.018,396,42742,78.916,8517.799,107.934
1409329344,151038144,6,5.030,4,484,0.795,96.228,121.000
534821411,1409329344,6,45.057,2,132,0.044,2.930,66.000
1358306997,1409329344,17,5.473,5376,6928316,982.255,1265880.522,1288.749
1409329344,296598804,6,4.800,8,6786,1.667,1413.892,848.250
3952361644,1409329344,6,20.000,3,222,0.150,11.100,74.000
296598804,1409329344,6,4.800,9,877,1.875,182.705,97.444
151038144,1409329344,6,5.003,2,352,0.400,70.360,176.000
1409329344,296598804,6,5.573,8,6786,1.436,1217.720,848.250
1409329344,3154181006,6,45.056,2,132,0.044,2.930,66.000
713161614,1409329344,17,15.027,2,187,0.133,12.444,93.500
3154181006,1409329344,6,45.057,2,132,0.044,2.930,66.000
618707491,1409329344,6,31.163,4,344,0.128,11.039,86.000
1409329344,151038144,6,5.011,4,484,0.798,96.591,121.000
296598804,1409329344,6,6.409,9,877,1.404,136.838,97.444
1409329344,296598804,6,5.123,8,6786,1.562,1324.649,848.250
1409329344,1358306997,17,13.584,369,32385,27.164,2384.046,87.764
1409329344,713161614,17,5.069,2,146,0.395,28.803,73.000
151038144,1409329344,6,5.004,2,352,0.400,70.345,176.000
1409329344,296598804,6,5.570,9,8830,1.616,1585.294,981.111
1409329344,151038144,6,5.003,3,418,0.600,83.542,139.333
296598804,1409329344,6,5.600,9,884,1.607,157.851,98.222
1409329344,3952361644,6,20.000,2,188,0.100,9.400,94.000
1409329344,151038144,6,5.001,2,242,0.400,48.395,121.000
550473785,1409329344,6,32.838,2,267,0.061,8.131,133.500
151038144,1409329344,6,5.002,2,352,0.400,70.365,176.000
1409329344,296598804,6,9.212,8,6785,0.868,736.541,848.125
16820416,4211081199,17,28.924,7,2449,0.242,84.671,349.857
713161614,1409329344,17,15.025,2,187,0.133,12.446,93.500
1409329344,151038144,6,5.001,2,242,0.400,48.391,121.000
296598804,1409329344,6,6.392,8,716,1.251,112.008,89.500
1409329344,296598804,6,5.123,7,6719,1.366,1311.437,959.857
1409329344,151038144,6,5.003,2,242,0.400,48.371,121.000
1409329344,713161614,17,5.240,2,146,0.382,27.863,73.000
1409329344,1358306997,17,21.040,2130,170255,101.234,8091.827,79.932
1358306997,1409329344,17,21.040,19446,25103475,924.242,1193134.684,1290.933
151038144,1409329344,6,5.010,2,352,0.399,70.254,176.000
1409329344,296598804,6,6.014,9,6852,1.497,1139.363,761.333
296598804,1409329344,6,5.360,10,983,1.866,183.410,98.300
1409329344,618707491,6,31.000,3,284,0.097,9.161,94.667
1409329344,151038144,6,5.006,3,308,0.599,61.527,102.667
1409329344,550473785,6,14.849,3,325,0.202,21.888,108.333
550473785,1409329344,6,14.980,4,336,0.267,22.430,84.000
3952361644,1409329344,6,20.000,3,246,0.150,12.300,82.000
443634316,1409329344,6,45.807,3,224,0.065,4.890,74.667
1409329344,296598804,6,5.119,9,8861,1.758,1731.171,984.556
1409329344,443634316,6,45.639,2,162,0.044,3.550,81.000
296598804,1409329344,6,5.121,8,725,1.562,141.576,90.625
151038144,1409329344,6,5.033,2,352,0.397,69.940,176.000
1409329344,296598804,6,5.117,10,6953,1.954,1358.799,695.300
713161614,1409329344,17,15.027,2,187,0.133,12.444,93.500
1409329344,151038144,6,5.034,3,418,0.596,83.035,139.333
296598804,1409329344,6,5.353,8,812,1.494,151.690,101.500
1409329344,151038144,6,5.001,2,242,0.400,48.391,121.000
1409329344,713161614,17,5.253,2,146,0.381,27.792,73.000
151038144,1409329344,6,5.011,2,352,0.399,70.245,176.000
1409329344,296598804,6,5.121,4,2499,0.781,488.013,624.750
218147008,4211081440,17,96.113,2,400,0.021,4.162,200.000
1409329344,550473785,6,15.960,3,268,0.188,16.792,89.333
567634701,1409329344,6,47.153,39,69495,0.827,1473.825,1781.923
1409329344,567634701,6,47.154,33,5718,0.700,121.262,173.273
296598804,1409329344,6,5.486,6,589,1.094,107.368,98.167
1409329344,151038144,6,5.003,3,308,0.600,61.559,102.667
550473785,1409329344,6,4.045,5,964,1.236,238.332,192.800
1409329344,296598804,6,5.121,10,10906,1.953,2129.712,1090.600
1409329344,550473785,6,4.746,8,982,1.685,206.895,122.750
1409329344,3952361644,6,20.009,2,188,0.100,9.396,94.000
3952361644,1409329344,6,20.010,3,222,0.150,11.095,74.000
151038144,1409329344,6,5.011,2,352,0.399,70.241,176.000
50374848,4211081440,17,731.796,5,711,0.007,0.972,142.200
296598804,1409329344,6,5.191,10,947,1.926,182.420,94.700
550473785,1409329344,6,5.178,10,1120,1.931,216.294,112.000
151038144,4211081440,17,12.456,5,1853,0.401,148.767,370.600
1409329344,296598804,6,6.501,11,8997,1.692,1384.008,817.909
713161614,1409329344,17,15.023,2,187,0.133,12.447,93.500
1409329344,151038144,6,5.012,3,418,0.599,83.403,139.333
1409329344,550473785,6,6.784,7,1135,1.032,167.299,162.143
1409329344,618707491,6,31.000,3,241,0.097,7.774,80.333
618707491,1409329344,6,31.163,4,344,0.128,11.039,86.000
296598804,1409329344,6,4.101,10,947,2.439,230.930,94.700
151038144,1409329344,6,5.003,2,352,0.400,70.355,176.000
1409329344,296598804,6,5.129,8,6866,1.560,1338.702,858.250
1409329344,151038144,6,5.003,3,308,0.600,61.560,102.667
1409329344,713161614,17,5.560,2,146,0.360,26.261,73.000
550473785,1409329344,6,6.571,6,1402,0.913,213.355,233.667
1409329344,151038144,6,5.003,3,418,0.600,83.549,139.333
1409329344,1358306997,17,24.159,1923,157876,79.598,6534.862,82.099
1358306997,1409329344,17,24.152,17661,22791071,731.247,943655.836,1290.475
151038144,1409329344,6,5.003,2,352,0.400,70.355,176.000
16820416,4211081199,17,29.073,5,1796,0.172,61.775,359.200
1409329344,550473785,6,10.649,10,1078,0.939,101.234,107.800
550473785,1409329344,6,10.313,8,1915,0.776,185.687,239.375
1409329344,296598804,6,11.899,14,13224,1.177,1111.371,944.571
296598804,1409329344,6,11.301,10,950,0.885,84.064,95.000
151038144,4211081440,17,19.972,4,1662,0.200,83.216,415.500
50374848,4211081440,17,22.145,5,711,0.226,32.106,142.200
713161614,1409329344,17,15.036,2,187,0.133,12.437,93.500
1409329344,151038144,6,5.001,2,242,0.400,48.394,121.000
1409329344,534821411,6,48.755,7,2657,0.144,54.497,379.571
534821411,1409329344,6,48.759,6,1234,0.123,25.308,205.667
780270478,1409329344,17,15.502,18,8638,1.161,557.209,479.889
1409329344,780270478,17,15.348,16,9685,1.042,631.025,605.312
296598804,1409329344,6,5.509,8,737,1.452,133.784,92.125
151038144,1409329344,6,5.016,2,352,0.399,70.172,176.000
1409329344,296598804,6,4.573,13,13199,2.843,2886.297,1015.308
1409329344,151038144,6,5.016,3,308,0.598,61.401,102.667
1409329344,713161614,17,5.275,2,146,0.379,27.676,73.000
1409329344,550473785,6,7.993,4,410,0.500,51.296,102.500
550473785,1409329344,6,8.010,4,524,0.499,65.422,131.000
1409329344,3154181006,6,45.056,2,132,0.044,2.930,66.000
296598804,1409329344,6,4.753,6,593,1.262,124.772,98.833
3154181006,1409329344,6,45.056,2,132,0.044,2.930,66.000
1409329344,3952361644,6,19.999,2,188,0.100,9.401,94.000
3952361644,1409329344,6,20.051,4,312,0.199,15.560,78.000
151038144,1409329344,6,5.005,2,352,0.400,70.330,176.000
1409329344,151038144,6,5.015,4,484,0.798,96.516,121.000
426791564,1409329344,6,46.436,10,4564,0.215,98.286,456.400
1409329344,426791564,6,46.456,11,3968,0.237,85.414,360.727
1409329344,296598804,6,8.564,13,11617,1.518,1356.495,893.615
296598804,1409329344,6,6.317,8,751,1.266,118.884,93.875
1409329344,550473785,6,6.565,5,564,0.762,85.907,112.800
550473785,1409329344,6,6.565,6,1372,0.914,208.991,228.667
713161614,1409329344,17,19.948,3,307,0.150,15.390,102.333
151038144,1409329344,6,5.002,2,352,0.400,70.365,176.000
1409329344,296598804,6,6.749,4,2504,0.593,371.009,626.000
1409329344,151038144,6,5.033,4,484,0.795,96.157,121.000
1409329344,713161614,17,4.953,2,146,0.404,29.476,73.000
1409329344,3297180558,17,24.765,8,3142,0.323,126.871,392.750
16820416,4211081199,17,29.448,7,2449,0.238,83.165,349.857
296598804,1409329344,6,9.611,7,654,0.728,68.048,93.429
3297180558,1409329344,17,24.872,12,4591,0.482,184.584,382.583
1409329344,296598804,6,6.565,11,9101,1.675,1386.199,827.364
1409329344,151038144,6,5.010,3,418,0.599,83.427,139.333
296598804,1409329344,6,4.299,7,748,1.628,173.984,106.857
151038144,1409329344,6,5.004,2,352,0.400,70.342,176.000
1409329344,296598804,6,5.121,7,4739,1.367,925.474,677.000
1409329344,151038144,6,5.001,2,242,0.400,48.392,121.000
296598804,1409329344,6,5.129,8,814,1.560,158.697,101.750
1409329344,296598804,6,5.119,7,4740,1.368,925.993,677.143
1409329344,618707491,6,31.183,4,350,0.128,11.224,87.500
618707491,1409329344,6,31.159,4,344,0.128,11.040,86.000
1409329344,151038144,6,5.002,2,242,0.400,48.383,121.000
151038144,1409329344,6,5.008,2,352,0.399,70.286,176.000
1409329344,296598804,6,5.123,8,6788,1.562,1325.071,848.500
713161614,1409329344,17,5.986,2,187,0.334,31.238,93.500
1409329344,713161614,17,6.017,2,146,0.332,24.266,73.000
1409329344,151038144,6,5.001,2,242,0.400,48.388,121.000
296598804,1409329344,6,5.162,8,819,1.550,158.655,102.375
1409329344,296598804,6,5.123,7,4743,1.366,925.829,677.571
1409329344,3952361644,6,19.980,2,188,0.100,9.409,94.000
3952361644,1409329344,6,20.025,4,312,0.200,15.580,78.000
1409329344,3297180558,17,26.917,2,142,0.074,5.276,71.000
151038144,1409329344,6,5.012,2,352,0.399,70.227,176.000
1409329344,151038144,6,5.012,3,308,0.599,61.448,102.667
1409329344,534821411,6,45.630,14,4615,0.307,101.140,329.643
296598804,1409329344,6,5.381,9,880,1.673,163.542,97.778
1409329344,550473785,6,16.209,4,404,0.247,24.925,101.000
550473785,1409329344,6,16.189,4,408,0.247,25.203,102.000
534821411,1409329344,6,45.630,12,1301,0.263,28.512,108.417
1409329344,296598804,6,6.141,8,6786,1.303,1105.006,848.250
1409329344,151038144,6,5.005,3,418,0.599,83.520,139.333
151038144,1409329344,6,5.008,2,352,0.399,70.294,176.000
1409329344,296598804,6,8.192,8,6791,0.977,828.999,848.875
713161614,1409329344,17,5.197,2,187,0.385,35.981,93.500
1409329344,713161614,17,5.225,2,146,0.383,27.940,73.000
1409329344,151038144,6,5.001,2,242,0.400,48.391,121.000
296598804,1409329344,6,8.434,9,877,1.067,103.988,97.444
1409329344,296598804,6,5.117,6,4675,1.173,913.706,779.167
151038144,1409329344,6,5.008,2,352,0.399,70.291,176.000
1409329344,151038144,6,5.008,3,308,0.599,61.505,102.667
426791564,1409329344,6,45.479,3,223,0.066,4.903,74.333
1409329344,426791564,6,45.317,3,227,0.066,5.009,75.667
1409329344,296598804,6,6.146,7,4740,1.139,771.268,677.143
296598804,1409329344,6,5.112,7,745,1.369,145.748,106.429
3297180558,1409329344,17,27.002,2,136,0.074,5.037,68.000
16820416,4211081199,17,29.593,5,1796,0.169,60.689,359.200
1409329344,151038144,6,5.002,3,418,0.600,83.558,139.333
151038144,1409329344,6,5.004,2,352,0.400,70.346,176.000
713161614,1409329344,17,5.376,2,187,0.372,34.787,93.500
1409329344,296598804,6,10.235,12,9205,1.172,899.345,767.083
1409329344,713161614,17,5.875,5,847,0.851,144.162,169.400
296598804,1409329344,6,8.435,9,876,1.067,103.850,97.333
1409329344,151038144,6,5.001,2,242,0.400,48.390,121.000
1409329344,550473785,6,18.162,4,404,0.220,22.244,101.000
550473785,1409329344,6,18.143,4,408,0.220,22.489,102.000
3952361644,1409329344,6,20.000,3,246,0.150,12.300,82.000
1409329344,3952361644,6,20.000,2,188,0.100,9.400,94.000
1409329344,151038144,6,5.001,2,242,0.400,48.390,121.000
151038144,1409329344,6,5.003,2,352,0.400,70.357,176.000
1409329344,296598804,6,7.168,9,8861,1.256,1236.123,984.556
296598804,1409329344,6,7.166,7,651,0.977,90.848,93.000
1409329344,3154181006,6,45.056,2,132,0.044,2.930,66.000
1409329344,151038144,6,5.002,2,242,0.400,48.385,121.000
3154181006,1409329344,6,45.056,2,132,0.044,2.930,66.000
1409329344,296598804,6,7.141,10,6953,1.400,973.698,695.300
296598804,1409329344,6,7.425,9,912,1.212,122.836,101.333
713161614,1409329344,17,18.158,9,1635,0.496,90.043,181.667
1409329344,151038144,6,5.001,2,242,0.400,48.394,121.000
1409329344,713161614,17,15.001,4,445,0.267,29.664,111.250
1409329344,618707491,6,31.188,4,350,0.128,11.222,87.500
151038144,1409329344,6,5.014,2,352,0.399,70.202,176.000
618707491,1409329344,6,31.164,4,344,0.128,11.038,86.000
1409329344,3297180558,17,27.001,2,142,0.074,5.259,71.000
1409329344,296598804,6,6.406,8,6864,1.249,1071.475,858.000
1409329344,151038144,6,5.003,3,308,0.600,61.558,102.667
16820416,4211081199,17,28.648,7,2449,0.244,85.485,349.857
151038144,4211081440,17,97.303,8,2786,0.082,28.632,348.250
3952361644,1409329344,6,19.999,3,222,0.150,11.101,74.000
296598804,1409329344,6,6.651,8,818,1.203,122.998,102.250
151038144,1409329344,6,5.009,2,352,0.399,70.269,176.000
1409329344,151038144,6,5.009,3,418,0.599,83.445,139.333
1409329344,296598804,6,9.216,8,6786,0.868,736.360,848.250
713161614,1409329344,17,15.026,2,186,0.133,12.379,93.000
1409329344,713161614,17,14.997,2,146,0.133,9.736,73.000
296598804,1409329344,6,6.389,7,654,1.096,102.364,93.429
151038144,1409329344,6,5.003,2,352,0.400,70.352,176.000
1409329344,151038144,6,5.003,3,308,0.600,61.558,102.667
3297180558,1409329344,17,17.490,3,204,0.172,11.663,68.000
1409329344,296598804,6,6.345,12,11072,1.891,1745.078,922.667
1409329344,1358306997,17,25.363,2075,169376,81.813,6678.149,81.627
1358306997,1409329344,17,25.362,18697,24125974,737.200,951257.709,1290.366
296598804,1409329344,6,5.113,9,876,1.760,171.313,97.333
1409329344,3952361644,6,16.816,3,315,0.178,18.732,105.000
1409329344,3297180558,17,5.127,5,355,0.975,69.239,71.000
1409329344,296598804,6,4.103,10,10984,2.437,2677.334,1098.400
1409329344,151038144,6,5.007,3,418,0.599,83.480,139.333
426791564,1409329344,6,45.382,3,223,0.066,4.914,74.333
1409329344,3516612780,17,6.267,131,119814,20.902,19117.064,914.611
1409329344,426791564,6,45.221,2,161,0.044,3.560,80.500
3516612780,1409329344,17,6.084,107,67775,17.587,11139.615,633.411
151038144,1409329344,6,5.003,2,352,0.400,70.360,176.000
3297180558,1409329344,17,5.785,3,203,0.519,35.092,67.667
296598804,1409329344,6,4.103,9,876,2.193,213.487,97.333
1409329344,550473785,6,5.398,4,475,0.741,88.003,118.750
550473785,1409329344,6,5.392,4,336,0.742,62.309,84.000
3952361644,1409329344,6,7.004,6,576,0.857,82.237,96.000
1409329344,296598804,6,5.937,11,9074,1.853,1528.275,824.909
1409329344,3297180558,17,4.291,5,355,1.165,82.732,71.000
1409329344,3952361644,6,6.848,6,602,0.876,87.911,100.333
1409329344,151038144,6,5.003,3,308,0.600,61.559,102.667
713161614,1409329344,17,15.024,2,187,0.133,12.447,93.500
1409329344,713161614,17,14.995,2,146,0.133,9.737,73.000
296598804,1409329344,6,5.100,9,877,1.765,171.968,97.444
151038144,1409329344,6,5.008,2,352,0.399,70.289,176.000
233053895,1409329344,6,4.483,6,969,1.338,216.134,161.500
1409329344,296598804,6,6.357,11,9027,1.730,1420.106,820.636
1409329344,233053895,6,4.772,8,2650,1.676,555.295,331.250
1409329344,534821411,6,45.056,2,132,0.044,2.930,66.000
534821411,1409329344,6,45.057,2,132,0.044,2.930,66.000
1409329344,151038144,6,5.007,3,418,0.599,83.475,139.333
1409329344,296598804,6,4.419,8,6865,1.810,1553.451,858.125
296598804,1409329344,6,4.474,9,881,2.011,196.903,97.889
3952361644,1409329344,6,13.295,5,432,0.376,32.493,86.400
1409329344,151038144,6,5.001,2,242,0.400,48.393,121.000
1409329344,550473785,6,12.999,3,821,0.231,63.158,273.667
550473785,1409329344,6,13.008,3,262,0.231,20.142,87.333
151038144,1409329344,6,5.003,2,352,0.400,70.361,176.000
1409329344,296598804,6,5.118,8,6791,1.563,1326.804,848.875
296598804,1409329344,6,5.966,11,1065,1.844,178.513,96.818
1409329344,151038144,6,5.001,2,242,0.400,48.393,121.000
1409329344,3516612780,17,25.576,31,25173,1.212,984.254,812.032
3516612780,1409329344,17,25.664,38,19347,1.481,753.871,509.132
1409329344,296598804,6,5.121,11,9029,2.148,1763.266,820.818
713161614,1409329344,17,15.025,2,187,0.133,12.446,93.500
1409329344,713161614,17,14.996,2,146,0.133,9.736,73.000
1409329344,1358306997,17,20.050,865,72646,43.143,3623.308,83.984
151038144,1409329344,6,5.004,2,352,0.400,70.348,176.000
1409329344,151038144,6,5.004,3,308,0.600,61.554,102.667
296598804,1409329344,6,4.302,9,881,2.092,204.803,97.889
1409329344,618707491,6,31.000,3,284,0.097,9.161,94.667
3297180558,1409329344,17,29.887,3,201,0.100,6.725,67.000
1409329344,3952361644,6,13.619,4,382,0.294,28.049,95.500
1358306997,1409329344,17,20.741,17361,22404841,837.038,1080219.590,1290.527
618707491,1409329344,6,31.161,4,344,0.128,11.039,86.000
1409329344,296598804,6,5.247,11,10953,2.096,2087.516,995.727
16820416,4211081199,17,29.644,8,2830,0.270,95.465,353.750
1409329344,151038144,6,5.003,3,418,0.600,83.544,139.333
3952361644,1409329344,6,6.480,4,367,0.617,56.634,91.750
296598804,1409329344,6,5.364,8,726,1.492,135.354,90.750
151038144,1409329344,6,5.008,2,352,0.399,70.282,176.000
1409329344,3516612780,17,14.731,23,22569,1.561,1532.045,981.261
1409329344,3297180558,17,9.577,4,284,0.418,29.656,71.000
1409329344,296598804,6,5.120,8,5284,1.562,1032.010,660.500
1409329344,3952361644,6,6.531,5,538,0.766,82.382,107.600
1409329344,151038144,6,5.004,3,308,0.600,61.555,102.667
